Time Stamp,Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Absolute Pressure (TSM) (hPa),Pitch Angle (Degrees),Roll Angle (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2025_10_9_13_14_47,1.8,211,0.92,1.52,0.29,26.56,39.99,956.69,2.5,1.4,38.17,44.84,42.51,954.83
2025_10_9_13_14_48,1.62,233,1.29,0.96,0.18,26.61,40.04,956.57,-0.7,0.1,38.15,44.81,42.49,954.68
2025_10_9_13_14_48,1.33,223,0.91,0.96,-0.07,26.64,40.02,956.46,2.7,1,38.17,44.87,42.49,954.56
2025_10_9_13_14_48,1.09,220,0.7,0.84,0.04,26.78,40,956.35,0.2,1.4,38.15,44.84,42.49,954.56
2025_10_9_13_14_48,1.35,198,0.41,1.24,0.33,26.59,40.04,956.23,0.8,-0.1,38.18,44.89,42.48,954.29
2025_10_9_13_14_48,2.58,198,0.76,2.35,0.74,26.61,40.07,956.11,0.2,0.7,38.16,44.83,42.48,954.29
2025_10_9_13_14_49,2.46,194,0.55,2.28,0.75,26.58,40.04,955.99,2.2,0.7,38.18,44.85,42.48,954.17
2025_10_9_13_14_49,2.7,201,0.92,2.41,0.79,26.72,40.04,955.9,0.5,0.7,38.2,44.85,42.48,954.17
2025_10_9_13_14_49,2.72,198,0.79,2.45,0.89,26.75,40.08,955.78,1.9,0.6,38.17,44.84,42.48,954.05
2025_10_9_13_14_49,1.99,212,0.99,1.61,0.63,26.81,40.06,955.67,0.6,-0.3,38.19,44.87,42.48,953.82
2025_10_9_13_14_49,1.96,224,1.31,1.38,0.48,26.73,40.09,955.55,1.2,2,38.21,44.85,42.48,953.7
2025_10_9_13_14_50,2.51,196,0.66,2.27,0.85,26.71,40.07,955.44,-0.2,0.3,38.18,44.87,42.48,953.58
2025_10_9_13_14_50,2.76,216,1.5,2.1,0.98,26.88,40.06,955.33,1.6,0.4,38.2,44.85,42.46,953.43
2025_10_9_13_14_50,2.35,222,1.42,1.6,0.97,27.02,40.1,955.22,0.5,1.1,38.18,44.92,42.46,953.31
2025_10_9_13_14_50,1.36,232,0.91,0.72,0.71,27.12,40.08,955.11,-0.2,0.2,38.19,44.89,42.46,953.19
2025_10_9_13_14_50,1.02,248,0.81,0.32,0.54,27.23,40.08,955,0.7,-0.5,38.2,44.85,42.46,953.19
2025_10_9_13_14_51,1.14,244,0.86,0.43,0.61,27.36,40.07,954.89,1.3,1.4,38.21,44.87,42.46,952.96
2025_10_9_13_14_51,1.04,252,0.85,0.28,0.52,27.31,40.11,954.79,0.3,-0.3,38.18,44.86,42.46,952.84
2025_10_9_13_14_51,0.79,260,0.66,0.12,0.41,27.23,40.05,954.66,0.6,1.2,38.2,44.87,42.44,952.68
2025_10_9_13_14_51,1.04,240,0.79,0.46,0.49,27.2,40.11,954.55,1.7,0.2,38.19,44.86,42.44,952.45
2025_10_9_13_14_51,1.74,232,1.22,0.96,0.77,27.22,40.13,954.42,0.2,-0.4,38.17,44.87,42.44,952.56
2025_10_9_13_14_52,1.39,229,0.93,0.8,0.66,27.23,40.14,954.31,0.4,1.8,38.17,44.87,42.44,952.33
2025_10_9_13_14_52,1.03,226,0.61,0.59,0.59,27.27,40.1,954.19,1.8,-0.2,38.18,44.87,42.44,952.33
2025_10_9_13_14_52,2.53,221,1.51,1.71,1.1,27.09,40.13,954.07,-1.2,0,38.17,44.77,42.42,952.17
2025_10_9_13_14_52,3.1,222,1.89,2.1,1.27,27.07,40.1,953.97,1.8,1.3,38.16,44.86,42.44,952.21
2025_10_9_13_14_52,1.63,230,1.13,0.94,0.7,27.15,40.16,953.86,0.5,1.2,38.15,44.84,42.42,951.94
2025_10_9_13_14_53,1.92,221,1.15,1.3,0.83,27.03,40.09,953.73,0.5,0,38.15,44.87,42.42,951.82
2025_10_9_13_14_53,1.91,225,1.22,1.21,0.83,26.98,40.13,953.6,0.6,0.4,38.15,44.86,42.42,951.82
2025_10_9_13_14_53,1.33,225,0.84,0.85,0.58,27,40.17,953.5,1,1.1,38.13,44.88,42.42,951.59
2025_10_9_13_14_53,1.18,230,0.78,0.66,0.59,27.05,40.17,953.37,1.7,0.9,38.16,44.85,42.42,951.47
2025_10_9_13_14_53,1.32,236,0.96,0.63,0.65,27.06,40.18,953.27,1.1,0.9,38.14,44.88,42.41,951.31
2025_10_9_13_14_54,2.46,213,1.24,1.89,0.95,26.94,40.15,953.14,0.7,-0.4,38.15,44.83,42.41,951.31
2025_10_9_13_14_54,2.61,220,1.51,1.81,1.12,26.76,40.18,953.03,0.8,1.4,38.14,44.86,42.41,951.2
2025_10_9_13_14_54,2.43,208,1.06,1.97,0.95,26.71,40.11,952.91,0.9,0,38.12,44.86,42.41,951.08
2025_10_9_13_14_54,2.62,211,1.24,2.09,0.99,26.78,40.13,952.81,0.9,0.3,38.12,44.84,42.41,950.84
2025_10_9_13_14_54,2.24,218,1.24,1.6,0.95,26.68,40.19,952.68,0.8,1.3,38.12,44.77,42.41,950.73
2025_10_9_13_14_55,2.38,215,1.23,1.75,1.04,26.73,40.12,952.56,1.5,-0.3,38.12,44.86,42.39,950.69
2025_10_9_13_14_55,1.34,227,0.87,0.81,0.61,26.92,40.16,952.46,1.1,1,38.11,44.82,42.39,950.57
2025_10_9_13_14_55,3.04,216,1.63,2.25,1.25,26.8,40.17,952.33,2.4,0.3,38.12,44.86,42.39,950.69
2025_10_9_13_14_55,2.86,213,1.43,2.25,1.03,26.66,40.2,952.22,0.8,0.7,38.11,44.86,42.39,950.34
2025_10_9_13_14_55,2.14,195,0.5,1.9,0.85,26.64,40.2,952.1,0.5,0.6,38.09,44.89,42.39,950.34
2025_10_9_13_14_56,2.2,187,0.26,2.07,0.72,26.61,40.21,951.99,1.4,0.6,38.1,44.87,42.39,950.1
2025_10_9_13_14_56,2.41,191,0.44,2.23,0.78,26.64,40.21,951.87,1.4,1,38.1,44.85,42.39,949.99
2025_10_9_13_14_56,1.9,209,0.87,1.57,0.61,26.71,40.18,951.75,0.4,-0.5,38.1,44.86,42.39,949.99
2025_10_9_13_14_56,1.83,221,1.14,1.31,0.58,26.56,40.21,951.65,1.8,1.5,38.07,44.85,42.37,949.71
2025_10_9_13_14_56,2.19,227,1.52,1.39,0.75,26.46,40.19,951.52,-0.5,0.1,38.08,44.87,42.37,949.48
2025_10_9_13_14_57,2.54,197,0.72,2.3,0.8,26.48,40.22,951.4,2.7,0.8,38.07,44.87,42.37,949.59
2025_10_9_13_14_57,2.38,195,0.6,2.19,0.73,26.42,40.26,951.29,-0.7,1,38.06,44.83,42.37,949.36
2025_10_9_13_14_57,2.78,201,0.92,2.46,0.92,26.42,40.24,951.16,3,1.9,38.06,44.83,42.37,949.48
2025_10_9_13_14_57,2.95,208,1.3,2.45,1,26.47,40.24,951.05,0,1,38.06,44.87,42.37,949.13
2025_10_9_13_14_57,2.49,196,0.64,2.28,0.78,26.47,40.26,950.93,0.8,0.4,38.07,44.87,42.35,948.97
2025_10_9_13_14_58,1.91,229,1.38,1.19,0.57,26.55,40.3,950.85,0.7,1.5,38.06,44.89,42.35,948.97
2025_10_9_13_14_58,2.76,221,1.69,1.97,0.94,26.76,40.31,950.74,0.5,1.2,38.06,44.87,42.35,948.74
2025_10_9_13_14_58,1.53,223,1,1.07,0.45,26.79,40.28,950.61,1.5,0.7,38.07,44.89,42.35,948.74
2025_10_9_13_14_58,1.28,232,0.98,0.77,0.29,26.73,40.28,950.5,-0.9,-0.5,38.06,44.89,42.35,948.74
2025_10_9_13_14_58,0.99,243,0.82,0.43,0.35,26.81,40.29,950.39,1.3,2,38.07,44.91,42.35,948.5
2025_10_9_13_14_59,1.43,238,1.04,0.65,0.73,26.94,40.33,950.27,0.9,1.4,38.05,44.87,42.35,948.27
2025_10_9_13_14_59,0.95,272,0.8,-0.03,0.51,27.05,40.32,950.17,0.5,0.7,38.06,44.91,42.34,948.35
2025_10_9_13_14_59,1.4,245,1.09,0.5,0.73,27.01,40.32,950.07,1.2,0.4,38.03,44.86,42.34,948.23
2025_10_9_13_14_59,0.8,250,0.66,0.24,0.38,26.81,40.33,949.95,0.3,-0.8,38.05,44.86,42.34,948.11
2025_10_9_13_14_59,2.61,225,1.67,1.69,1.08,26.82,40.26,949.83,0.9,1.7,38.04,44.9,42.34,947.88
2025_10_9_13_15_0,4.03,210,1.86,3.17,1.66,26.85,40.33,949.71,1.4,0.1,38.03,44.88,42.32,947.72
2025_10_9_13_15_0,2.54,217,1.41,1.84,1.04,26.74,40.27,949.6,0.8,1,38.03,44.89,42.32,947.72
2025_10_9_13_15_0,2.88,215,1.52,2.2,1.06,26.65,40.29,949.47,-0.7,1.2,38.04,44.95,42.32,947.6
2025_10_9_13_15_0,3.15,217,1.82,2.38,0.97,26.38,40.31,949.36,1.7,0,38.03,44.92,42.32,947.37
2025_10_9_13_15_0,2.87,197,0.81,2.59,0.92,26.27,40.3,949.23,1.2,1,38.02,44.93,42.32,947.37
2025_10_9_13_15_1,2.18,215,1.24,1.78,0.22,26.11,40.3,949.1,1.1,1.1,38.03,44.85,42.32,947.13
2025_10_9_13_15_1,3.76,214,2.11,3.11,-0.09,26.13,40.32,948.97,2.2,1.3,38.01,44.9,42.3,947.33
2025_10_9_13_15_1,2.63,203,1.04,2.4,-0.27,25.99,40.31,948.86,-1.2,1.2,38.01,44.93,42.3,947.1
2025_10_9_13_15_1,2.29,192,0.46,2.13,-0.7,25.94,40.32,948.75,3.4,-0.2,38.03,44.91,42.3,946.98
2025_10_9_13_15_1,1.95,195,0.5,1.83,-0.48,25.95,40.34,948.64,1.5,0.7,38.01,44.88,42.29,946.82
2025_10_9_13_15_2,3.44,215,1.96,2.83,-0.04,25.88,40.36,948.51,0.1,1.5,38.01,44.95,42.29,946.71
2025_10_9_13_15_2,4.4,217,2.63,3.52,0.18,26.01,40.37,948.39,2.3,1,38.01,44.89,42.27,946.67
2025_10_9_13_15_2,4.71,218,2.91,3.7,0.27,25.89,40.38,948.26,2.2,0.7,38,44.95,42.27,946.43
2025_10_9_13_15_2,4.74,215,2.73,3.87,-0.02,25.92,40.37,948.17,-0.6,0.3,38.01,44.91,42.29,946.35
2025_10_9_13_15_2,2.29,178,-0.07,2.19,-0.66,25.84,40.45,948.05,0.6,0.7,38.01,44.94,42.27,946.32
2025_10_9_13_15_3,1.94,174,-0.2,1.9,-0.37,25.82,40.39,947.94,1.6,1.4,38,44.94,42.27,946.08
2025_10_9_13_15_3,2.62,198,0.79,2.38,-0.75,25.88,40.45,947.83,2.3,1.3,38,44.95,42.25,945.93
2025_10_9_13_15_3,2.66,201,0.92,2.35,-0.83,25.9,40.44,947.7,0,1.5,37.98,44.95,42.25,945.93
2025_10_9_13_15_3,2.63,203,0.95,2.29,-0.88,25.9,40.43,947.62,1.5,0.5,38.01,44.97,42.23,945.89
2025_10_9_13_15_3,3.1,201,1.04,2.68,-1.15,25.98,40.47,947.49,1.5,1.3,38.01,44.95,42.23,945.42
2025_10_9_13_15_4,3.08,201,1.05,2.67,-1.13,25.79,40.47,947.38,1.8,0.5,38.01,44.99,42.23,945.65
2025_10_9_13_15_4,2.14,196,0.58,2.03,-0.36,25.84,40.51,947.27,0.6,1.3,38.02,45.01,42.23,945.42
2025_10_9_13_15_4,0.85,211,0.43,0.7,0.21,25.93,40.5,947.16,0.8,1.4,38.01,44.98,42.23,945.3
2025_10_9_13_15_4,1.78,212,0.91,1.49,0.37,25.91,40.5,947.06,1.9,1.2,38.01,44.95,42.22,945.15
2025_10_9_13_15_4,1.97,204,0.79,1.74,0.49,25.91,40.54,946.95,0,0.6,38,44.94,42.22,945.15
2025_10_9_13_15_5,1.6,211,0.83,1.37,-0.1,25.88,40.52,946.83,2.6,1.2,38.01,45,42.22,945.03
2025_10_9_13_15_5,1.94,221,1.26,1.45,0.27,25.87,40.55,946.73,0.3,1.2,38,45,42.22,945.03
2025_10_9_13_15_5,2.05,205,0.83,1.8,0.52,25.88,40.5,946.6,2.6,1,38,45.01,42.2,944.76
2025_10_9_13_15_5,2.47,198,0.73,2.27,0.62,25.92,40.5,946.5,-0.2,0.1,37.99,45,42.22,944.79
2025_10_9_13_15_5,2.51,200,0.82,2.24,0.78,25.98,40.55,946.39,2.8,0.6,37.99,45,42.2,944.4
2025_10_9_13_15_6,2.63,200,0.86,2.33,0.89,26.01,40.53,946.28,0.3,2.2,38,45.07,42.2,944.4
2025_10_9_13_15_6,2.59,191,0.49,2.41,0.82,25.95,40.6,946.16,2.1,0.1,38.02,45.01,42.2,944.4
2025_10_9_13_15_6,2.66,189,0.39,2.47,0.92,26,40.58,946.06,-0.3,1,38,45.07,42.18,944.25
2025_10_9_13_15_6,3,219,1.81,2.22,0.88,26.02,40.53,945.94,2.1,0.5,38,45.03,42.2,944.17
2025_10_9_13_15_6,1.36,226,0.97,0.95,0.01,25.9,40.58,945.82,0.6,0.8,38,45.1,42.18,944.01
2025_10_9_13_15_7,1.29,216,0.76,1.04,-0.05,25.86,40.57,945.69,1.9,-0.1,37.99,45.03,42.18,943.78
2025_10_9_13_15_7,2.04,229,1.5,1.32,0.42,26,40.52,945.58,0.4,2,38,45.05,42.16,943.74
2025_10_9_13_15_7,1.76,226,1.26,1.21,0.19,25.97,40.54,945.48,0.5,0.8,37.99,45.07,42.16,943.86
2025_10_9_13_15_7,1.82,224,1.22,1.28,0.43,26.02,40.58,945.36,3,0.5,37.98,45.06,42.16,943.62
2025_10_9_13_15_7,1.57,223,1.06,1.14,0.19,25.89,40.56,945.25,0,0.6,37.98,45.02,42.16,943.51
2025_10_9_13_15_8,1.43,211,0.73,1.23,0.05,25.95,40.61,945.14,1.7,0.6,37.95,45.05,42.15,943.35
2025_10_9_13_15_8,2.26,213,1.19,1.8,0.65,26.01,40.56,945.02,1.1,2.6,37.98,45.09,42.16,943.27
2025_10_9_13_15_8,1.96,222,1.27,1.43,0.42,26,40.59,944.91,0.5,1.2,37.98,45.01,42.15,943
2025_10_9_13_15_8,1.72,223,1.18,1.25,0.13,26.03,40.57,944.8,1.8,-0.2,37.97,45.06,42.15,943
2025_10_9_13_15_8,1.54,214,0.85,1.27,-0.16,25.9,40.63,944.68,0.3,1.1,37.96,45.08,42.15,942.88
2025_10_9_13_15_9,1.27,216,0.75,1.03,-0.03,25.8,40.62,944.56,1.9,0.3,37.94,45.07,42.15,942.77
2025_10_9_13_15_9,1.15,222,0.77,0.85,-0.05,25.78,40.57,944.44,0.7,0.9,37.93,45.05,42.15,942.41
2025_10_9_13_15_9,1.48,234,1.19,0.85,0.22,25.86,40.62,944.32,1.4,0.8,37.96,45.08,42.15,942.53
2025_10_9_13_15_9,1.56,225,1.07,1.08,-0.34,25.88,40.62,944.2,0.8,0.8,37.92,45.1,42.15,942.53
2025_10_9_13_15_9,2.68,209,1.2,2.19,-0.98,25.61,40.65,944.08,1.5,1,37.93,45.07,42.13,942.38
2025_10_9_13_15_10,2.83,214,1.4,2.11,-1.27,25.56,40.62,943.97,0.9,1.4,37.95,45.09,42.13,942.14
2025_10_9_13_15_10,2.55,235,1.64,1.16,-1.58,25.54,40.61,943.86,0.6,1.6,37.95,45.12,42.13,942.14
2025_10_9_13_15_10,2.49,222,1.37,1.51,-1.43,25.62,40.63,943.74,2.4,1.8,37.93,45.09,42.13,941.79
2025_10_9_13_15_10,3.24,206,1.31,2.63,-1.37,25.63,40.63,943.61,1.1,0.9,37.92,45.07,42.11,941.87
2025_10_9_13_15_10,2.82,191,0.52,2.59,-0.98,25.56,40.63,943.51,0.5,0.3,37.93,45.04,42.11,941.63
2025_10_9_13_15_11,2.49,185,0.21,2.38,-0.71,25.61,40.66,943.38,1.7,2.1,37.92,45.1,42.11,941.63
2025_10_9_13_15_11,2.8,195,0.67,2.51,-1.06,25.62,40.68,943.28,1.2,0.4,37.91,45.05,42.11,941.52
2025_10_9_13_15_11,2.83,200,0.87,2.44,-1.13,25.58,40.64,943.16,2.2,0.7,37.89,45.09,42.11,941.28
2025_10_9_13_15_11,2.81,196,0.71,2.47,-1.15,25.59,40.63,943.06,0.3,1.4,37.9,45.09,42.1,941.01
2025_10_9_13_15_11,3.04,200,0.95,2.62,-1.23,25.57,40.68,942.95,1.4,1.1,37.9,45.09,42.1,941.13
2025_10_9_13_15_12,2.33,197,0.68,2.15,-0.56,25.65,40.71,942.82,1.8,1.5,37.88,45.07,42.1,941.01
2025_10_9_13_15_12,2,193,0.45,1.94,-0.02,25.53,40.69,942.71,0.8,-0.4,37.88,45.06,42.08,940.74
2025_10_9_13_15_12,1.74,218,1.07,1.35,0.22,25.6,40.66,942.59,1.9,1.3,37.88,45.1,42.08,940.74
2025_10_9_13_15_12,2.36,200,0.79,2.14,0.62,25.61,40.72,942.5,0.6,1,37.86,45.06,42.1,940.66
2025_10_9_13_15_12,2.84,194,0.67,2.63,0.87,25.69,40.69,942.37,1.9,0.8,37.87,45.05,42.06,940.58
2025_10_9_13_15_13,1.34,178,-0.04,1.14,0.7,25.65,40.69,942.26,1.2,2.1,37.87,45.01,42.06,940.47
2025_10_9_13_15_13,2.01,203,0.78,1.84,-0.23,25.51,40.68,942.16,-0.2,-0.4,37.87,45.1,42.06,940.47
2025_10_9_13_15_13,2.59,200,0.81,2.25,-1.01,25.36,40.72,942.05,2.2,0.1,37.88,45.11,42.06,940.23
2025_10_9_13_15_13,2.61,189,0.38,2.38,-1.01,25.36,40.69,941.93,1.3,1.8,37.88,45.07,42.06,940.23
2025_10_9_13_15_13,2.62,193,0.56,2.39,-0.91,25.44,40.71,941.81,0.9,0.4,37.89,45.1,42.04,939.84
2025_10_9_13_15_14,2.65,195,0.66,2.37,-1,25.44,40.68,941.7,1.2,0.9,37.87,45.07,42.04,939.96
2025_10_9_13_15_14,2.85,198,0.79,2.45,-1.22,25.54,40.71,941.58,1.7,1.5,37.88,45.13,42.03,939.69
2025_10_9_13_15_14,2.8,192,0.52,2.53,-1.09,25.4,40.71,941.47,1.2,0.2,37.88,45.15,42.04,939.61
2025_10_9_13_15_14,2.9,183,0.15,2.73,-0.98,25.37,40.68,941.37,0.6,0.6,37.86,45.08,42.03,939.69
2025_10_9_13_15_14,2.66,177,-0.11,2.53,-0.79,25.39,40.73,941.26,2.3,0.9,37.88,45.14,42.03,939.57
2025_10_9_13_15_15,2.29,179,-0.04,2.17,-0.74,25.42,40.77,941.13,1.1,0.5,37.87,45.06,42.03,939.33
2025_10_9_13_15_15,2.71,175,-0.23,2.56,-0.86,25.33,40.77,941.03,0.7,1.7,37.86,45.05,42.03,939.33
2025_10_9_13_15_15,2.26,160,-0.78,2.08,-0.42,25.34,40.74,940.91,1.4,0.5,37.85,45.1,42.01,939.06
2025_10_9_13_15_15,2.24,159,-0.79,2.07,-0.28,25.15,40.77,940.78,2.2,0.7,37.87,45.11,42.01,939.06
2025_10_9_13_15_15,3.48,160,-1.21,3.27,-0.09,25.03,40.74,940.68,1.2,0,37.83,45.09,42.01,938.71
2025_10_9_13_15_16,2.78,184,0.19,2.77,0.04,25.15,40.78,940.54,3.4,2.7,37.83,45.1,42.01,938.83
2025_10_9_13_15_16,2.53,149,-1.32,2.16,-0.06,25.2,40.77,940.43,2.2,-0.1,37.85,45.14,42.01,938.59
2025_10_9_13_15_16,1.93,143,-1.15,1.54,-0.15,25.19,40.77,940.34,-0.7,0.6,37.85,45.14,42.01,938.59
2025_10_9_13_15_16,2.21,159,-0.76,2,-0.53,25.3,40.78,940.21,2.8,1.4,37.81,45.11,41.99,938.44
2025_10_9_13_15_16,2.71,164,-0.74,2.54,-0.6,25.25,40.81,940.09,1.2,0.3,37.84,45.14,41.99,938.32
2025_10_9_13_15_17,3.22,157,-1.25,2.95,-0.3,25.12,40.74,939.97,0.9,0.8,37.83,45.14,41.99,938.09
2025_10_9_13_15_17,2.32,154,-1,2.04,-0.45,25.12,40.77,939.87,2,0.4,37.82,45.12,41.99,938.2
2025_10_9_13_15_17,2.33,151,-1.11,2.03,-0.26,25.02,40.77,939.74,0,0.6,37.82,45.16,41.99,937.97
2025_10_9_13_15_17,1.68,152,-0.8,1.48,0.03,25.11,40.78,939.63,2.2,0.4,37.82,45.18,41.99,937.97
2025_10_9_13_15_17,2.7,156,-1.09,2.46,-0.22,25.23,40.83,939.51,1.8,0.6,37.8,45.14,41.99,937.73
2025_10_9_13_15_18,2.6,153,-1.17,2.32,-0.21,25.14,40.81,939.41,1.6,0.1,37.78,45.08,41.97,937.58
2025_10_9_13_15_18,1.85,171,-0.28,1.81,-0.32,25.27,40.78,939.3,3,1.8,37.79,45.13,41.97,937.7
2025_10_9_13_15_18,2.67,182,0.07,2.48,-0.98,25.21,40.83,939.17,0.9,-0.2,37.78,45.08,41.99,937.38
2025_10_9_13_15_18,2.11,181,0.04,1.94,-0.85,25.2,40.82,939.06,1.5,1.8,37.76,45.05,41.97,937.34
2025_10_9_13_15_18,3.07,186,0.28,2.78,-1.28,25.27,40.82,938.96,0.6,1.4,37.76,45.06,41.97,937.23
2025_10_9_13_15_19,3.44,189,0.47,3.05,-1.54,25.18,40.85,938.82,1.2,-0.3,37.78,45.09,41.97,937.11
2025_10_9_13_15_19,3.49,193,0.71,3.08,-1.49,25.19,40.82,938.72,2,2.6,37.77,45.12,41.96,937.07
2025_10_9_13_15_19,3.06,190,0.5,2.74,-1.27,25.17,40.81,938.6,0.8,-0.2,37.77,45.08,41.96,936.84
2025_10_9_13_15_19,3.11,189,0.44,2.75,-1.39,25.12,40.82,938.49,1.6,0.6,37.76,45.11,41.94,936.8
2025_10_9_13_15_19,3.39,188,0.44,3.09,-1.31,25.18,40.86,938.39,1.9,0.6,37.77,45.11,41.94,936.45
2025_10_9_13_15_20,3.27,186,0.35,3.05,-1.11,25.3,40.87,938.26,3.1,0.2,37.75,45.08,41.94,936.33
2025_10_9_13_15_20,3,194,0.65,2.65,-1.25,25.18,40.84,938.15,0.6,1.3,37.76,45.07,41.92,936.53
2025_10_9_13_15_20,3.1,200,0.96,2.6,-1.38,25.21,40.88,938.05,1.7,0.3,37.78,45.12,41.92,936.29
2025_10_9_13_15_20,2.45,202,0.79,1.92,-1.31,25.3,40.88,937.93,1.6,1.3,37.75,45.09,41.92,936.18
2025_10_9_13_15_20,2.51,192,0.46,2.27,-0.95,25.29,40.87,937.82,2.5,1.2,37.75,45.1,41.92,936.18
2025_10_9_13_15_21,2.91,193,0.6,2.58,-1.2,25.18,40.85,937.7,-0.9,-0.2,37.74,45.08,41.9,935.9
2025_10_9_13_15_21,3.15,192,0.59,2.83,-1.25,25.11,40.84,937.59,0.5,2.3,37.74,45.13,41.92,935.82
2025_10_9_13_15_21,2.95,188,0.36,2.71,-1.1,25.15,40.86,937.49,1.7,0.6,37.74,45.12,41.9,935.67
2025_10_9_13_15_21,3.07,188,0.4,2.7,-1.41,25.23,40.88,937.39,2.2,0.9,37.71,45.09,41.9,935.79
2025_10_9_13_15_21,2.82,184,0.19,2.52,-1.25,25.22,40.92,937.27,1.1,0.3,37.72,45.09,41.9,935.55
2025_10_9_13_15_22,2.77,187,0.3,2.53,-1.09,25.11,40.89,937.16,2.1,0.8,37.71,45.08,41.9,935.44
2025_10_9_13_15_22,2.6,168,-0.51,2.5,-0.51,25.16,40.9,937.04,1.8,1,37.73,45.11,41.9,935.32
2025_10_9_13_15_22,1.98,176,-0.14,1.9,-0.55,25.09,40.93,936.92,-0.5,1.3,37.73,45.12,41.9,935.08
2025_10_9_13_15_22,2.94,196,0.73,2.58,-1.22,25.19,40.94,936.82,2.1,0.2,37.7,45.08,41.89,934.93
2025_10_9_13_15_22,2.4,209,1,1.77,-1.28,25.28,40.9,936.7,2.2,0.2,37.71,45.15,41.89,934.93
2025_10_9_13_15_23,3.25,201,1.04,2.75,-1.39,25.09,40.95,936.6,1.9,2.1,37.71,45.11,41.89,934.81
2025_10_9_13_15_23,3.2,192,0.61,2.82,-1.39,24.99,40.95,936.47,-0.3,-0.2,37.71,45.13,41.87,934.66
2025_10_9_13_15_23,3.77,193,0.78,3.28,-1.7,25.09,40.95,936.36,1.6,2.1,37.69,45.14,41.87,934.66
2025_10_9_13_15_23,3.51,185,0.26,3.11,-1.6,25.11,40.92,936.24,0.7,0.8,37.69,45.09,41.87,934.42
2025_10_9_13_15_23,2.88,180,0,2.71,-0.97,25.08,40.95,936.13,1.5,1,37.71,45.1,41.85,934.27
2025_10_9_13_15_24,2.3,191,0.41,2.12,-0.8,25.06,41,936,1.1,1.1,37.71,45.11,41.85,934.15
2025_10_9_13_15_24,2.26,187,0.27,2.08,-0.84,24.92,41,935.9,2.4,0.7,37.71,45.1,41.84,934.11
2025_10_9_13_15_24,2.58,175,-0.2,2.42,-0.86,24.95,40.95,935.79,1.8,0,37.69,45.09,41.84,934.11
2025_10_9_13_15_24,2.23,172,-0.29,2.19,-0.32,24.99,40.97,935.67,0.8,0.6,37.69,45.14,41.84,934
2025_10_9_13_15_24,2.6,200,0.9,2.43,-0.26,24.96,40.98,935.56,2.5,1.5,37.69,45.15,41.84,933.88
2025_10_9_13_15_25,2.48,195,0.65,2.39,-0.1,24.97,40.98,935.45,0.4,-0.6,37.67,45.12,41.84,933.64
2025_10_9_13_15_25,3.98,226,2.85,2.74,0.46,25.01,41,935.34,3,0.6,37.68,45.14,41.84,933.64
2025_10_9_13_15_25,2.17,204,0.87,1.97,0.24,24.89,41.04,935.23,0.4,1.5,37.69,45.19,41.82,933.49
2025_10_9_13_15_25,1.86,189,0.28,1.82,-0.28,24.93,41.05,935.11,1.7,-0.7,37.67,45.14,41.82,933.25
2025_10_9_13_15_25,1.99,183,0.09,1.88,-0.65,25.02,41.03,935,2.1,0.6,37.67,45.16,41.8,933.33
2025_10_9_13_15_26,2.27,192,0.45,2.2,-0.33,25.14,41.07,934.89,-0.2,1.8,37.66,45.12,41.8,933.1
2025_10_9_13_15_26,1.51,204,0.6,1.32,0.44,25.22,41.07,934.77,2.3,0.5,37.64,45.11,41.8,932.98
2025_10_9_13_15_26,1.81,201,0.63,1.66,0.33,25.14,41.06,934.66,2.2,0.6,37.66,45.14,41.8,932.87
2025_10_9_13_15_26,1.72,221,1.11,1.27,0.32,25.17,41.05,934.55,1.1,1.3,37.63,45.13,41.78,932.83
2025_10_9_13_15_26,2.11,210,1.04,1.8,0.39,25.11,41.06,934.43,1.3,1.3,37.62,45.12,41.78,932.59
2025_10_9_13_15_27,1.86,206,0.8,1.67,0.1,24.97,41.06,934.32,1,0.6,37.62,45.14,41.78,932.59
2025_10_9_13_15_27,1.79,207,0.8,1.6,-0.06,25,41.05,934.21,1.4,1.6,37.63,45.15,41.78,932.48
2025_10_9_13_15_27,2.17,204,0.88,1.98,0.02,25.08,41.07,934.09,0.6,0.4,37.62,45.15,41.77,932.32
2025_10_9_13_15_27,1.74,220,1.12,1.33,0.03,25.17,41.1,933.99,1.2,1.3,37.61,45.18,41.77,932.2
2025_10_9_13_15_27,2.07,228,1.47,1.35,0.56,25.24,41.05,933.88,0.4,1.1,37.63,45.17,41.77,932.09
2025_10_9_13_15_28,2.08,225,1.41,1.41,0.6,25.19,41.12,933.77,0.9,1.1,37.61,45.18,41.77,931.85
2025_10_9_13_15_28,1.94,223,1.3,1.41,0.32,25.14,41.08,933.66,1.8,1.2,37.6,45.21,41.77,931.85
2025_10_9_13_15_28,1.98,211,1.01,1.69,0.25,25.11,41.07,933.53,0.6,1.3,37.61,45.2,41.75,931.7
2025_10_9_13_15_28,2.57,200,0.87,2.39,0.38,25.12,41.09,933.42,1.3,1,37.61,45.2,41.75,931.58
